Set Name,Card #,Player Name,Team,Position
2019-20 Upper Deck Series 1,150,Jeff Carter,N/A,N/A
2019-20 Upper Deck Series 1,151,Tyler Toffoli,N/A,N/A
2019-20 Upper Deck Series 1,152,Kyle Clifford,N/A,N/A
2019-20 Upper Deck Series 1,153,Drew Doughty,N/A,N/A
2019-20 Upper Deck Series 1,154,Jonathan Quick,N/A,N/A
2019-20 Upper Deck Series 1,155,Derek Stepan,N/A,N/A
2019-20 Upper Deck Series 1,156,Christian Dvorak,N/A,N/A
2019-20 Upper Deck Series 1,157,Christian Fischer,N/A,N/A
2019-20 Upper Deck Series 1,158,Brad Richardson,N/A,N/A
2019-20 Upper Deck Series 1,159,Jakob Chychrun,N/A,N/A
2019-20 Upper Deck Series 1,160,Niklas Hjalmarsson,N/A,N/A
2019-20 Upper Deck Series 1,161,Logan Couture,N/A,N/A
2019-20 Upper Deck Series 1,162,Evander Kane,N/A,N/A
2019-20 Upper Deck Series 1,163,Tomas Hertl,N/A,N/A
2019-20 Upper Deck Series 1,164,Marcus Sorensen,N/A,N/A
2019-20 Upper Deck Series 1,165,Brent Burns,N/A,N/A
2019-20 Upper Deck Series 1,166,Brenden Dillon,N/A,N/A
2019-20 Upper Deck Series 1,167,Martin Jones,N/A,N/A
2019-20 Upper Deck Series 1,168,Elias Pettersson,N/A,N/A
2019-20 Upper Deck Series 1,169,Bo Horvat,N/A,N/A
2019-20 Upper Deck Series 1,170,Loui Eriksson,N/A,N/A
2019-20 Upper Deck Series 1,171,Jake Virtanen,N/A,N/A
2019-20 Upper Deck Series 1,172,Antoine Roussel,N/A,N/A
2019-20 Upper Deck Series 1,173,Troy Stecher,N/A,N/A
2019-20 Upper Deck Series 1,174,Cam Fowler,N/A,N/A
2019-20 Upper Deck Series 1,175,Rickard Rakell,N/A,N/A
2019-20 Upper Deck Series 1,176,Nick Ritchie,N/A,N/A
2019-20 Upper Deck Series 1,177,Jakob Silfverberg,N/A,N/A
2019-20 Upper Deck Series 1,178,Daniel Sprong,N/A,N/A
2019-20 Upper Deck Series 1,179,Hampus Lindholm,N/A,N/A
2019-20 Upper Deck Series 1,180,Johnny Gaudreau,N/A,N/A
2019-20 Upper Deck Series 1,181,Sam Bennett,N/A,N/A
2019-20 Upper Deck Series 1,182,Mikael Backlund,N/A,N/A
2019-20 Upper Deck Series 1,183,Elias Lindholm,N/A,N/A
2019-20 Upper Deck Series 1,184,Noah Hanifin,N/A,N/A
2019-20 Upper Deck Series 1,185,Mark Giordano,N/A,N/A
2019-20 Upper Deck Series 1,186,Leon Draisaitl,N/A,N/A
2019-20 Upper Deck Series 1,187,Alex Chiasson,N/A,N/A
2019-20 Upper Deck Series 1,188,Ryan Nugent-Hopkins,N/A,N/A
2019-20 Upper Deck Series 1,189,Oscar Klefbom,N/A,N/A
2019-20 Upper Deck Series 1,190,Darnell Nurse,N/A,N/A
2019-20 Upper Deck Series 1,191,Mikko Koskinen,N/A,N/A
2019-20 Upper Deck Series 1,192,Mark Stone,N/A,N/A
2019-20 Upper Deck Series 1,193,Max Pacioretty,N/A,N/A
2019-20 Upper Deck Series 1,194,Paul Stastny,N/A,N/A
2019-20 Upper Deck Series 1,195,Cody Eakin,N/A,N/A
2019-20 Upper Deck Series 1,196,Ryan Reaves,N/A,N/A
2019-20 Upper Deck Series 1,197,Shea Theodore,N/A,N/A
2019-20 Upper Deck Series 1,198,Marc-Andre Fleury,N/A,N/A
2019-20 Upper Deck Series 1,199,Checklist,N/A,N/A
2019-20 Upper Deck Series 1,200,Checklist,N/A,N/A
2019-20 Upper Deck Series 1,201,Jack Hughes [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,202,Blake Lizotte [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,203,Conor Timmins [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,204,Ville Heinola [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,205,Nathan Bastian [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,206,Jimmy Schuldt [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,207,Victor Olofsson [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,208,Connor Bunnaman [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,209,Cale Fleury [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,210,Ilya Mikheyev [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,211,Kevin Stenlund [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,212,Mackenzie MacEachern [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,213,Joakim Nygard [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,214,Carsen Twarynski [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,215,Taro Hirose [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,216,Brady Keeper [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,217,Joel L'Esperance [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,218,Rudolfs Balcers [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,219,Nico Sturm [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,220,Scott Sabourin [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,221,Philippe Myers [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,222,Rasmus Sandin [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,223,Danil Yurtaykin [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,224,Carter Verhaeghe [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,225,Alexandre Texier [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,226,Ryan Poehling [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,227,Vitaly Abramov [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,228,Adam Fox [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,229,Dante Fabbro [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,230,Mario Ferraro [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,231,Theodor Blueger [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,232,Gaetan Haas [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,233,Jesper Boqvist [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,234,Zachary Senyshyn [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,235,Matt Roy [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,236,Martin Fehervary [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,237,Cody Glass [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,238,Tobias Bjornfot [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,239,Brandon Gignac [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,240,Libor Hajek [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,241,Vladislav Gavrikov [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,242,Max Jones [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,243,Connor Clifton [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,244,Zack MacEwen [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,245,Lean Bergmann [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,246,Dominik Kubalik [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,247,Josh Brown [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,248,Karson Kuhlman [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,249,Quinn Hughes [Young Guns],N/A,N/A
2019-20 Upper Deck Series 1,250,Checklist [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,1,John Gibson,N/A,N/A
2020-21 Upper Deck Series 1,2,Danton Heinen,N/A,N/A
2020-21 Upper Deck Series 1,3,Hampus Lindholm,N/A,N/A
2020-21 Upper Deck Series 1,4,Josh Manson,N/A,N/A
2020-21 Upper Deck Series 1,5,Rickard Rakell,N/A,N/A
2020-21 Upper Deck Series 1,6,Jakob Silfverberg,N/A,N/A
2020-21 Upper Deck Series 1,7,Jakob Chychrun,N/A,N/A
2020-21 Upper Deck Series 1,8,Christian Dvorak,N/A,N/A
2020-21 Upper Deck Series 1,9,Conor Garland,N/A,N/A
2020-21 Upper Deck Series 1,10,Alex Goligoski,N/A,N/A
2020-21 Upper Deck Series 1,11,Phil Kessel,N/A,N/A
2020-21 Upper Deck Series 1,12,Darcy Kuemper,N/A,N/A
2020-21 Upper Deck Series 1,13,Patrice Bergeron,N/A,N/A
2020-21 Upper Deck Series 1,14,Brandon Carlo,N/A,N/A
2020-21 Upper Deck Series 1,15,Charlie Coyle,N/A,N/A
2020-21 Upper Deck Series 1,16,Charlie McAvoy,N/A,N/A
2020-21 Upper Deck Series 1,17,John Moore,N/A,N/A
2020-21 Upper Deck Series 1,18,David Pastrnak,N/A,N/A
2020-21 Upper Deck Series 1,19,Tuukka Rask,N/A,N/A
2020-21 Upper Deck Series 1,20,Rasmus Dahlin,N/A,N/A
2020-21 Upper Deck Series 1,21,Jack Eichel,N/A,N/A
2020-21 Upper Deck Series 1,22,Carter Hutton,N/A,N/A
2020-21 Upper Deck Series 1,23,Marcus Johansson,N/A,N/A
2020-21 Upper Deck Series 1,24,Colin Miller,N/A,N/A
2020-21 Upper Deck Series 1,25,Rasmus Ristolainen,N/A,N/A
2020-21 Upper Deck Series 1,26,Mikael Backlund,N/A,N/A
2020-21 Upper Deck Series 1,27,Dillon Dube,N/A,N/A
2020-21 Upper Deck Series 1,28,Noah Hanifin,N/A,N/A
2020-21 Upper Deck Series 1,29,Elias Lindholm,N/A,N/A
2020-21 Upper Deck Series 1,30,David Rittich,N/A,N/A
2020-21 Upper Deck Series 1,31,Matthew Tkachuk,N/A,N/A
2020-21 Upper Deck Series 1,32,Dougie Hamilton,N/A,N/A
2020-21 Upper Deck Series 1,33,Petr Mrazek,N/A,N/A
2020-21 Upper Deck Series 1,34,Martin Necas,N/A,N/A
2020-21 Upper Deck Series 1,35,Brady Skjei,N/A,N/A
2020-21 Upper Deck Series 1,36,Vincent Trocheck,N/A,N/A
2020-21 Upper Deck Series 1,37,Teuvo Teravainen,N/A,N/A
2020-21 Upper Deck Series 1,38,Kirby Dach,N/A,N/A
2020-21 Upper Deck Series 1,39,Alex DeBrincat,N/A,N/A
2020-21 Upper Deck Series 1,40,Duncan Keith,N/A,N/A
2020-21 Upper Deck Series 1,41,Connor Murphy,N/A,N/A
2020-21 Upper Deck Series 1,42,Brandon Saad,N/A,N/A
2020-21 Upper Deck Series 1,43,Dylan Strome,N/A,N/A
2020-21 Upper Deck Series 1,44,Jonathan Toews,N/A,N/A
2020-21 Upper Deck Series 1,45,J.T. Compher,N/A,N/A
2020-21 Upper Deck Series 1,46,Joonas Donskoi,N/A,N/A
2020-21 Upper Deck Series 1,47,Samuel Girard,N/A,N/A
2020-21 Upper Deck Series 1,48,Philipp Grubauer,N/A,N/A
2020-21 Upper Deck Series 1,49,Nazem Kadri,N/A,N/A
2020-21 Upper Deck Series 1,50,Gabriel Landeskog,N/A,N/A
2020-21 Upper Deck Series 1,51,Nathan MacKinnon,N/A,N/A
2020-21 Upper Deck Series 1,52,Oliver Bjorkstrand,N/A,N/A
2020-21 Upper Deck Series 1,53,Nick Foligno,N/A,N/A
2020-21 Upper Deck Series 1,54,Boone Jenner,N/A,N/A
2020-21 Upper Deck Series 1,55,Elvis Merzlikins,N/A,N/A
2020-21 Upper Deck Series 1,56,Alexander Wennberg,N/A,N/A
2020-21 Upper Deck Series 1,57,Zach Werenski,N/A,N/A
2020-21 Upper Deck Series 1,58,Ben Bishop,N/A,N/A
2020-21 Upper Deck Series 1,59,John Klingberg,N/A,N/A
2020-21 Upper Deck Series 1,60,Esa Lindell,N/A,N/A
2020-21 Upper Deck Series 1,61,Joe Pavelski,N/A,N/A
2020-21 Upper Deck Series 1,62,Alexander Radulov,N/A,N/A
2020-21 Upper Deck Series 1,63,Tyler Seguin,N/A,N/A
2020-21 Upper Deck Series 1,64,Justin Abdelkader,N/A,N/A
2020-21 Upper Deck Series 1,65,Jonathan Bernier,N/A,N/A
2020-21 Upper Deck Series 1,66,Filip Hronek,N/A,N/A
2020-21 Upper Deck Series 1,67,Dylan Larkin,N/A,N/A
2020-21 Upper Deck Series 1,68,Frans Nielsen,N/A,N/A
2020-21 Upper Deck Series 1,69,Filip Zadina,N/A,N/A
2020-21 Upper Deck Series 1,70,Zack Kassian,N/A,N/A
2020-21 Upper Deck Series 1,71,Oscar Klefbom,N/A,N/A
2020-21 Upper Deck Series 1,72,Mikko Koskinen,N/A,N/A
2020-21 Upper Deck Series 1,73,Connor McDavid,N/A,N/A
2020-21 Upper Deck Series 1,74,James Neal,N/A,N/A
2020-21 Upper Deck Series 1,75,Darnell Nurse,N/A,N/A
2020-21 Upper Deck Series 1,76,Kailer Yamamoto,N/A,N/A
2020-21 Upper Deck Series 1,77,Noel Acciari,N/A,N/A
2020-21 Upper Deck Series 1,78,Aleksander Barkov,N/A,N/A
2020-21 Upper Deck Series 1,79,Sergei Bobrovsky,N/A,N/A
2020-21 Upper Deck Series 1,80,Aaron Ekblad,N/A,N/A
2020-21 Upper Deck Series 1,81,Keith Yandle,N/A,N/A
2020-21 Upper Deck Series 1,82,Frank Vatrano,N/A,N/A
2020-21 Upper Deck Series 1,83,Jeff Carter,N/A,N/A
2020-21 Upper Deck Series 1,84,Drew Doughty,N/A,N/A
2020-21 Upper Deck Series 1,85,Alex Iafallo,N/A,N/A
2020-21 Upper Deck Series 1,86,Blake Lizotte,N/A,N/A
2020-21 Upper Deck Series 1,87,Adrian Kempe,N/A,N/A
2020-21 Upper Deck Series 1,88,Anze Kopitar,N/A,N/A
2020-21 Upper Deck Series 1,89,Kevin Fiala,N/A,N/A
2020-21 Upper Deck Series 1,90,Zach Parise,N/A,N/A
2020-21 Upper Deck Series 1,91,Mats Zuccarello,N/A,N/A
2020-21 Upper Deck Series 1,92,Alex Stalock,N/A,N/A
2020-21 Upper Deck Series 1,93,Jared Spurgeon,N/A,N/A
2020-21 Upper Deck Series 1,94,Ryan Suter,N/A,N/A
2020-21 Upper Deck Series 1,95,Phillip Danault,N/A,N/A
2020-21 Upper Deck Series 1,96,Jonathan Drouin,N/A,N/A
2020-21 Upper Deck Series 1,97,Brendan Gallagher,N/A,N/A
2020-21 Upper Deck Series 1,98,Jeff Petry,N/A,N/A
2020-21 Upper Deck Series 1,99,Nick Suzuki,N/A,N/A
2020-21 Upper Deck Series 1,100,Tomas Tatar,N/A,N/A
2020-21 Upper Deck Series 1,101,Shea Weber,N/A,N/A
2020-21 Upper Deck Series 1,102,Matt Duchene,N/A,N/A
2020-21 Upper Deck Series 1,103,Ryan Ellis,N/A,N/A
2020-21 Upper Deck Series 1,104,Filip Forsberg,N/A,N/A
2020-21 Upper Deck Series 1,105,Rocco Grimaldi,N/A,N/A
2020-21 Upper Deck Series 1,106,Calle Jarnkrok,N/A,N/A
2020-21 Upper Deck Series 1,107,Juuse Saros,N/A,N/A
2020-21 Upper Deck Series 1,108,Will Butcher,N/A,N/A
2020-21 Upper Deck Series 1,109,Nikita Gusev,N/A,N/A
2020-21 Upper Deck Series 1,110,Kyle Palmieri,N/A,N/A
2020-21 Upper Deck Series 1,111,P.K. Subban,N/A,N/A
2020-21 Upper Deck Series 1,112,Miles Wood,N/A,N/A
2020-21 Upper Deck Series 1,113,Pavel Zacha,N/A,N/A
2020-21 Upper Deck Series 1,114,Jordan Eberle,N/A,N/A
2020-21 Upper Deck Series 1,115,Nick Leddy,N/A,N/A
2020-21 Upper Deck Series 1,116,Anders Lee,N/A,N/A
2020-21 Upper Deck Series 1,117,Brock Nelson,N/A,N/A
2020-21 Upper Deck Series 1,118,Jean-Gabriel Pageau,N/A,N/A
2020-21 Upper Deck Series 1,119,Semyon Varlamov,N/A,N/A
2020-21 Upper Deck Series 1,120,Anthony DeAngelo,N/A,N/A
2020-21 Upper Deck Series 1,121,Adam Fox,N/A,N/A
2020-21 Upper Deck Series 1,122,Artemi Panarin,N/A,N/A
2020-21 Upper Deck Series 1,123,Igor Shesterkin,N/A,N/A
2020-21 Upper Deck Series 1,124,Marc Staal,N/A,N/A
2020-21 Upper Deck Series 1,125,Jacob Trouba,N/A,N/A
2020-21 Upper Deck Series 1,126,Mika Zibanejad,N/A,N/A
2020-21 Upper Deck Series 1,127,Artem Anisimov,N/A,N/A
2020-21 Upper Deck Series 1,128,Connor Brown,N/A,N/A
2020-21 Upper Deck Series 1,129,Bobby Ryan,N/A,N/A
2020-21 Upper Deck Series 1,130,Mike Reilly,N/A,N/A
2020-21 Upper Deck Series 1,131,Colin White,N/A,N/A
2020-21 Upper Deck Series 1,132,Nikita Zaitsev,N/A,N/A
2020-21 Upper Deck Series 1,133,Sean Couturier,N/A,N/A
2020-21 Upper Deck Series 1,134,Carter Hart,N/A,N/A
2020-21 Upper Deck Series 1,135,Kevin Hayes,N/A,N/A
2020-21 Upper Deck Series 1,136,Travis Konecny,N/A,N/A
2020-21 Upper Deck Series 1,137,Ivan Provorov,N/A,N/A
2020-21 Upper Deck Series 1,138,Travis Sanheim,N/A,N/A
2020-21 Upper Deck Series 1,139,Jake Guentzel,N/A,N/A
2020-21 Upper Deck Series 1,140,Patric Hornqvist,N/A,N/A
2020-21 Upper Deck Series 1,141,Kristopher Letang,N/A,N/A
2020-21 Upper Deck Series 1,142,Evgeni Malkin,N/A,N/A
2020-21 Upper Deck Series 1,143,John Marino,N/A,N/A
2020-21 Upper Deck Series 1,144,Brandon Tanev,N/A,N/A
2020-21 Upper Deck Series 1,145,Jason Zucker,N/A,N/A
2020-21 Upper Deck Series 1,146,Erik Karlsson,N/A,N/A
2020-21 Upper Deck Series 1,147,Tomas Hertl,N/A,N/A
2020-21 Upper Deck Series 1,148,Martin Jones,N/A,N/A
2020-21 Upper Deck Series 1,149,Evander Kane,N/A,N/A
2020-21 Upper Deck Series 1,150,Timo Meier,N/A,N/A
2020-21 Upper Deck Series 1,151,Marc-Edouard Vlasic,N/A,N/A
2020-21 Upper Deck Series 1,152,Jordon Binnington,N/A,N/A
2020-21 Upper Deck Series 1,153,Colton Parayko,N/A,N/A
2020-21 Upper Deck Series 1,154,Ryan O'Reilly,N/A,N/A
2020-21 Upper Deck Series 1,155,David Perron,N/A,N/A
2020-21 Upper Deck Series 1,156,Zach Sanford,N/A,N/A
2020-21 Upper Deck Series 1,157,Brayden Schenn,N/A,N/A
2020-21 Upper Deck Series 1,158,Robert Thomas,N/A,N/A
2020-21 Upper Deck Series 1,159,Blake Coleman,N/A,N/A
2020-21 Upper Deck Series 1,160,Yanni Gourde,N/A,N/A
2020-21 Upper Deck Series 1,161,Victor Hedman,N/A,N/A
2020-21 Upper Deck Series 1,162,Alexander Killorn,N/A,N/A
2020-21 Upper Deck Series 1,163,Brayden Point,N/A,N/A
2020-21 Upper Deck Series 1,164,Steven Stamkos,N/A,N/A
2020-21 Upper Deck Series 1,165,Zach Hyman,N/A,N/A
2020-21 Upper Deck Series 1,166,Kasperi Kapanen,N/A,N/A
2020-21 Upper Deck Series 1,167,Alexander Kerfoot,N/A,N/A
2020-21 Upper Deck Series 1,168,Mitch Marner,N/A,N/A
2020-21 Upper Deck Series 1,169,William Nylander,N/A,N/A
2020-21 Upper Deck Series 1,170,Morgan Rielly,N/A,N/A
2020-21 Upper Deck Series 1,171,John Tavares,N/A,N/A
2020-21 Upper Deck Series 1,172,Thatcher Demko,N/A,N/A
2020-21 Upper Deck Series 1,173,Brock Boeser,N/A,N/A
2020-21 Upper Deck Series 1,174,Bo Horvat,N/A,N/A
2020-21 Upper Deck Series 1,175,Quinn Hughes,N/A,N/A
2020-21 Upper Deck Series 1,176,J.T. Miller,N/A,N/A
2020-21 Upper Deck Series 1,177,Tyler Myers,N/A,N/A
2020-21 Upper Deck Series 1,178,Tanner Pearson,N/A,N/A
2020-21 Upper Deck Series 1,179,William Karlsson,N/A,N/A
2020-21 Upper Deck Series 1,180,Jonathan Audy-Marchessault,N/A,N/A
2020-21 Upper Deck Series 1,181,Alec Martinez,N/A,N/A
2020-21 Upper Deck Series 1,182,Nate Schmidt,N/A,N/A
2020-21 Upper Deck Series 1,183,Reilly Smith,N/A,N/A
2020-21 Upper Deck Series 1,184,Mark Stone,N/A,N/A
2020-21 Upper Deck Series 1,185,Alex Tuch,N/A,N/A
2020-21 Upper Deck Series 1,186,John Carlson,N/A,N/A
2020-21 Upper Deck Series 1,187,Nic Dowd,N/A,N/A
2020-21 Upper Deck Series 1,188,Lars Eller,N/A,N/A
2020-21 Upper Deck Series 1,189,Dmitri Orlov,N/A,N/A
2020-21 Upper Deck Series 1,190,T.J. Oshie,N/A,N/A
2020-21 Upper Deck Series 1,191,Alexander Ovechkin,N/A,N/A
2020-21 Upper Deck Series 1,192,Ilya Samsonov,N/A,N/A
2020-21 Upper Deck Series 1,193,Nikolaj Ehlers,N/A,N/A
2020-21 Upper Deck Series 1,194,Josh Morrissey,N/A,N/A
2020-21 Upper Deck Series 1,195,Mathieu Perreault,N/A,N/A
2020-21 Upper Deck Series 1,196,Neal Pionk,N/A,N/A
2020-21 Upper Deck Series 1,197,Mark Scheifele,N/A,N/A
2020-21 Upper Deck Series 1,198,Blake Wheeler,N/A,N/A
2020-21 Upper Deck Series 1,199,Checklist,N/A,N/A
2020-21 Upper Deck Series 1,200,Checklist,N/A,N/A
2020-21 Upper Deck Series 1,201,Alexis Lafreniere [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,202,Reid Duke [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,203,Alexander Alexeyev [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,204,Philip Broberg [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,205,Bowen Byram [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,206,Michael DiPietro [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,207,Joel Kiviranta [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,208,Joseph Woll [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,209,Josh Norris [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,210,Morgan Geekie [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,211,Vitek Vanecek [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,212,Lucas Carlsson [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,213,Ty Dellandrea [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,214,Dylan Coghlan [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,215,Gabriel Vilardi [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,216,Pierre-Olivier Joseph [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,217,Martin Kaut [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,218,Tyler Benson [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,219,Egor Korshkov [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,220,Gustav Lindstrom [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,221,Victor Soderstrom [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,222,Olli Juolevi [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,223,Connor Ingram [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,224,Liam Foudy [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,225,Alexander True [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,226,Nicolas Beaudin [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,227,Thomas Harley [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,228,Jonas Johansson [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,229,Jansen Harkins [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,230,Alex Belzile [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,231,Ryan McLeod [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,232,Egor Zamula [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,233,Mikey Anderson [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,234,Connor McMichael [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,235,Jason Robertson [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,236,Emil Larmi [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,237,Nicholas Robertson [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,238,Philipp Kurashev [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,239,Peyton Krebs [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,240,Shane Bowers [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,241,Kieffer Bellows [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,242,Mikhail Berdin [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,243,Vitali Kravtsov [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,244,Artem Zagidulin [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,245,Kirill Ustimenko [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,246,Jake Oettinger [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,247,Jake Evans [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,248,Timothy Liljegren [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,249,Pavel Francouz [Young Guns],N/A,N/A
2020-21 Upper Deck Series 1,250,Checklist [Young Guns],N/A,N/A
2018-19 Upper Deck Series 2,251,Corey Perry,N/A,N/A
2018-19 Upper Deck Series 2,252,Jakob Silfverberg,N/A,N/A
2018-19 Upper Deck Series 2,253,Hampus Lindholm,N/A,N/A
2018-19 Upper Deck Series 2,254,Josh Manson,N/A,N/A
2018-19 Upper Deck Series 2,255,Ryan Miller,N/A,N/A
2018-19 Upper Deck Series 2,256,Andrew Cogliano,N/A,N/A
2018-19 Upper Deck Series 2,257,Derek Stepan,N/A,N/A
2018-19 Upper Deck Series 2,258,Brad Richardson,N/A,N/A
2018-19 Upper Deck Series 2,259,Niklas Hjalmarsson,N/A,N/A
2018-19 Upper Deck Series 2,260,Alex Galchenyuk,N/A,N/A
2018-19 Upper Deck Series 2,261,Christian Fischer,N/A,N/A
2018-19 Upper Deck Series 2,262,Vince Hinostroza,N/A,N/A
2018-19 Upper Deck Series 2,263,Michael Grabner,N/A,N/A
2018-19 Upper Deck Series 2,264,Richard Panik,N/A,N/A
2018-19 Upper Deck Series 2,265,Brad Marchand,N/A,N/A
2018-19 Upper Deck Series 2,266,David Pastrnak,N/A,N/A
2018-19 Upper Deck Series 2,267,Tuukka Rask,N/A,N/A
2018-19 Upper Deck Series 2,268,David Krejci,N/A,N/A
2018-19 Upper Deck Series 2,269,Zdeno Chara,N/A,N/A
2018-19 Upper Deck Series 2,270,Zach Bogosian,N/A,N/A
2018-19 Upper Deck Series 2,271,Carter Hutton,N/A,N/A
2018-19 Upper Deck Series 2,272,Jeff Skinner,N/A,N/A
2018-19 Upper Deck Series 2,273,Patrik Berglund,N/A,N/A
2018-19 Upper Deck Series 2,274,Conor Sheary,N/A,N/A
2018-19 Upper Deck Series 2,275,Vladimir Sobotka,N/A,N/A
2018-19 Upper Deck Series 2,276,Michael Frolik,N/A,N/A
2018-19 Upper Deck Series 2,277,Sean Monahan,N/A,N/A
2018-19 Upper Deck Series 2,278,Matthew Tkachuk,N/A,N/A
2018-19 Upper Deck Series 2,279,James Neal,N/A,N/A
2018-19 Upper Deck Series 2,280,Noah Hanifin,N/A,N/A
2018-19 Upper Deck Series 2,281,Mark Giordano,N/A,N/A
2018-19 Upper Deck Series 2,282,Elias Lindholm,N/A,N/A
